GenerationIndex,GenerationTotalPackets,GenerationRedundancyUsed,MissedPackets,ReceivedPackets,RngResolution,PacketErrorRate,ConfiguredPacketErrorRate,Success,TriggeredByDecodingResult,TriggeredByCompleteLoss,Rank
0,20,20,0,20,20,0,0,True,True,False,20
1,20,20,0,20,20,0,0,True,True,False,20
2,20,20,0,20,20,0,0,True,True,False,20
3,20,20,0,20,20,0,0,True,True,False,20
4,20,20,0,20,20,0,0,True,True,False,20
5,20,20,0,20,20,0,0,True,True,False,20
6,20,20,0,20,20,0,0,True,True,False,20
7,20,20,0,20,20,0,0,True,True,False,20
8,20,20,0,20,20,0,0,True,True,False,20
9,20,20,0,20,20,0,0,True,True,False,20
10,20,20,0,20,20,0,0,True,True,False,20
11,20,20,0,20,20,0,0,True,True,False,20
12,20,20,0,20,20,0,0,False,True,False,20
13,20,20,0,20,20,0,0,False,True,False,20
14,20,20,0,20,20,0,0,False,True,False,20
0,20,20,0,20,20,0,0.05,True,True,False,20
1,20,20,0,20,20,0,0.05,True,True,False,20
2,20,20,1,19,20,0.05,0.05,False,True,False,20
3,20,20,1,19,20,0.05,0.05,False,True,False,20
4,20,20,1,19,20,0.05,0.05,False,True,False,20
5,20,20,0,20,20,0,0.05,True,True,False,20
6,20,20,3,17,20,0.15,0.05,False,True,False,18
7,40,20,2,38,40,0.05,0.05,True,False,False,0
8,20,20,1,19,20,0.05,0.05,False,True,False,20
9,20,20,0,20,20,0,0.05,True,True,False,20
10,20,20,0,20,20,0,0.05,True,True,False,20
11,20,20,0,20,20,0,0.05,True,True,False,20
12,20,20,2,18,20,0.1,0.05,False,True,False,19
13,20,20,3,17,20,0.15,0.05,False,True,False,18
14,20,20,0,20,20,0,0.05,False,True,False,20
0,20,20,1,19,20,0.05,0.1,False,True,False,20
1,20,20,1,19,20,0.05,0.1,False,True,False,20
2,20,20,3,17,20,0.15,0.1,False,True,False,18
3,20,20,2,18,20,0.1,0.1,False,True,False,19
4,20,20,1,19,20,0.05,0.1,False,True,False,20
5,20,20,1,19,20,0.05,0.1,False,True,False,20
6,40,20,6,34,40,0.15,0.1,True,False,False,0
7,20,20,3,17,20,0.15,0.1,False,True,False,18
8,20,20,2,18,20,0.1,0.1,False,True,False,19
9,20,20,2,18,20,0.1,0.1,False,True,False,19
10,20,20,1,19,20,0.05,0.1,False,True,False,20
11,20,20,1,19,20,0.05,0.1,False,True,False,20
12,20,20,3,17,20,0.15,0.1,False,True,False,18
13,20,20,1,19,20,0.05,0.1,False,True,False,20
14,20,20,0,20,20,0,0.1,False,True,False,20
0,20,20,3,17,20,0.15,0.15,False,True,False,18
1,20,20,7,13,20,0.35,0.15,False,True,False,14
2,40,20,7,33,40,0.175,0.15,True,False,False,0
3,20,20,4,16,20,0.2,0.15,False,True,False,17
4,20,20,4,16,20,0.2,0.15,False,True,False,17
5,40,20,7,33,40,0.175,0.15,True,False,False,0
6,20,20,4,16,20,0.2,0.15,False,True,False,17
7,20,20,3,17,20,0.15,0.15,False,True,False,18
8,20,20,3,17,20,0.15,0.15,False,True,False,18
9,20,20,4,16,20,0.2,0.15,False,True,False,17
10,20,20,2,18,20,0.1,0.15,False,True,False,19
11,20,20,3,17,20,0.15,0.15,False,True,False,18
12,40,20,5,35,40,0.125,0.15,False,False,False,0
13,20,20,3,17,20,0.15,0.15,False,True,False,18
14,20,20,1,19,20,0.05,0.15,False,True,False,20
0,20,20,6,14,20,0.3,0.2,False,True,False,15
1,20,20,2,18,20,0.1,0.2,False,True,False,19
2,20,20,2,18,20,0.1,0.2,False,True,False,19
3,20,20,3,17,20,0.15,0.2,False,True,False,18
4,20,20,3,17,20,0.15,0.2,False,True,False,18
5,20,20,5,15,20,0.25,0.2,False,True,False,16
6,40,20,9,31,40,0.225,0.2,True,False,False,0
7,20,20,2,18,20,0.1,0.2,False,True,False,19
8,20,20,4,16,20,0.2,0.2,False,True,False,17
9,20,20,4,16,20,0.2,0.2,False,True,False,17
10,20,20,3,17,20,0.15,0.2,False,True,False,18
11,40,20,3,37,40,0.075,0.2,True,False,False,0
12,40,20,10,30,40,0.25,0.2,False,False,False,0
13,40,20,13,27,40,0.325,0.2,False,False,False,0
14,20,20,3,17,20,0.15,0.2,False,True,False,18
0,20,20,6,14,20,0.3,0.25,False,True,False,15
1,20,20,2,18,20,0.1,0.25,False,True,False,19
2,20,20,2,18,20,0.1,0.25,False,True,False,19
3,20,20,6,14,20,0.3,0.25,False,True,False,15
4,20,20,3,17,20,0.15,0.25,False,True,False,18
5,20,20,6,14,20,0.3,0.25,False,True,False,15
6,20,20,5,15,20,0.25,0.25,False,True,False,16
7,39,20,14,25,39,0.35897437,0.25,True,False,False,0
8,20,20,5,15,20,0.25,0.25,False,True,False,16
9,20,20,6,14,20,0.3,0.25,False,True,False,15
10,20,20,5,15,20,0.25,0.25,False,True,False,16
11,20,20,5,15,20,0.25,0.25,False,True,False,16
12,20,20,3,17,20,0.15,0.25,False,True,False,18
13,20,20,2,18,20,0.1,0.25,False,True,False,19
14,20,20,5,15,20,0.25,0.25,False,True,False,16
0,40,20,14,26,40,0.35,0.3,True,False,False,0
1,20,20,4,16,20,0.2,0.3,False,True,False,17
2,20,20,4,16,20,0.2,0.3,False,True,False,17
3,20,20,4,16,20,0.2,0.3,False,True,False,17
4,40,20,12,28,40,0.3,0.3,True,False,False,0
5,20,20,7,13,20,0.35,0.3,False,True,False,14
6,20,20,7,13,20,0.35,0.3,False,True,False,14
7,20,20,5,15,20,0.25,0.3,False,True,False,16
8,20,20,6,14,20,0.3,0.3,False,True,False,15
9,20,20,6,14,20,0.3,0.3,False,True,False,15
10,20,20,4,16,20,0.2,0.3,False,True,False,17
11,20,20,8,12,20,0.4,0.3,False,True,False,13
12,40,20,14,26,40,0.35,0.3,False,False,False,0
13,40,20,9,31,40,0.225,0.3,False,False,False,0
14,20,20,5,15,20,0.25,0.3,False,True,False,16
0,20,20,6,14,20,0.3,0.35000002,False,True,False,15
1,20,20,7,13,20,0.35,0.35000002,False,True,False,14
2,20,20,3,17,20,0.15,0.35000002,False,True,False,18
3,40,20,9,31,40,0.225,0.35000002,True,False,False,0
4,20,20,7,13,20,0.35,0.35000002,False,True,False,14
5,40,20,14,26,40,0.35,0.35000002,True,False,False,0
6,40,20,14,26,40,0.35,0.35000002,True,False,False,0
7,40,20,12,28,40,0.3,0.35000002,True,False,False,0
8,39,20,14,25,39,0.35897437,0.35000002,True,False,False,0
9,39,20,9,30,39,0.23076923,0.35000002,True,False,False,0
10,20,20,7,13,20,0.35,0.35000002,False,True,False,14
11,20,20,9,11,20,0.45,0.35000002,False,True,False,12
12,20,20,6,14,20,0.3,0.35000002,False,True,False,15
13,20,20,4,16,20,0.2,0.35000002,False,True,False,17
14,20,20,10,10,20,0.5,0.35000002,False,True,False,11
0,20,20,11,9,20,0.55,0.40000004,False,True,False,10
1,20,20,7,13,20,0.35,0.40000004,False,True,False,14
2,20,20,8,12,20,0.4,0.40000004,False,True,False,13
3,20,20,4,16,20,0.2,0.40000004,False,True,False,17
4,20,20,9,11,20,0.45,0.40000004,False,True,False,12
5,20,20,11,9,20,0.55,0.40000004,False,True,False,10
6,40,20,16,24,40,0.4,0.40000004,True,False,False,0
7,20,20,6,14,20,0.3,0.40000004,False,True,False,15
8,20,20,10,10,20,0.5,0.40000004,False,True,False,11
9,38,20,22,16,38,0.57894737,0.40000004,False,False,False,0
10,20,20,8,12,20,0.4,0.40000004,False,True,False,13
11,20,20,9,11,20,0.45,0.40000004,False,True,False,12
12,40,20,21,19,40,0.525,0.40000004,False,False,False,0
13,38,20,12,26,38,0.31578946,0.40000004,False,False,False,0
14,40,20,19,21,40,0.475,0.40000004,False,False,False,0
0,20,20,8,12,20,0.4,0.45000005,False,True,False,13
1,20,20,8,12,20,0.4,0.45000005,False,True,False,13
2,20,20,9,11,20,0.45,0.45000005,False,True,False,12
3,20,20,10,10,20,0.5,0.45000005,False,True,False,11
4,20,20,3,17,20,0.15,0.45000005,False,True,False,18
5,20,20,10,10,20,0.5,0.45000005,False,True,False,11
6,39,20,15,24,39,0.3846154,0.45000005,True,False,False,0
7,40,20,18,22,40,0.45,0.45000005,True,False,False,0
8,40,20,21,19,40,0.525,0.45000005,False,False,False,0
9,39,20,15,24,39,0.3846154,0.45000005,True,False,False,0
10,20,20,10,10,20,0.5,0.45000005,False,True,False,11
