Timestamp,Rssi,Snr,SequenceNumber,SpreadingFactor,TxPower,Bandwidth
132963207576039722,-68,9,1181,10,14,2
132963207576247638,-68,8,1182,10,14,2
132963207577147561,-68,9,1183,10,14,2
132963207577714827,-69,9,1184,10,14,2
132963207578340228,-69,9,1185,10,14,2
132963207579050090,-68,9,1186,10,14,2
132963207579808873,-69,8,1187,10,14,2
132963207580545684,-68,9,1188,10,14,2
132963207581299743,-68,9,1189,10,14,2
132963207582013431,-68,8,1190,10,14,2
132963207582785643,-69,9,1191,10,14,2
132963207583508637,-70,7,1192,10,14,2
132963207584251694,-70,9,1193,10,14,2
132963207585004657,-69,8,1194,10,14,2
132963207585904137,-68,8,1195,10,14,2
132963207586486121,-68,9,1196,10,14,2
132963207587543749,-70,9,1197,10,14,2
132963207588407807,-71,8,1198,10,14,2
132963207588911163,-71,9,1199,10,14,2
132963207589471570,-70,9,1200,10,14,2
132963207591226912,-70,9,1201,10,14,2
132963207591592231,-70,9,1202,10,14,2
132963207592249417,-70,9,1203,10,14,2
132963207592855652,-70,9,1204,10,14,2
132963207593477786,-69,9,1205,10,14,2
132963207594284267,-69,9,1206,10,14,2
132963207595096412,-68,9,1207,10,14,2
132963207595656460,-69,8,1208,10,14,2
132963207596537113,-69,9,1209,10,14,2
132963207597248010,-69,9,1210,10,14,2
132963207597766262,-68,9,1211,10,14,2
132963207598348519,-70,8,1212,10,14,2
132963207599095415,-69,9,1213,10,14,2
132963207599844843,-68,8,1214,10,14,2
132963207600953503,-69,9,1215,10,14,2
132963207601424519,-69,9,1216,10,14,2
132963207602061069,-69,9,1217,10,14,2
132963207603181650,-69,9,1218,10,14,2
132963207603879920,-70,8,1219,10,14,2
132963207604594284,-70,9,1220,10,14,2
132963207605439782,-70,9,1221,10,14,2
132963207606209552,-70,9,1222,10,14,2
132963207606941802,-70,9,1223,10,14,2
132963207607422993,-70,8,1224,10,14,2
132963207608192863,-70,9,1225,10,14,2
132963207609130330,-70,9,1226,10,14,2
132963207609491088,-70,9,1227,10,14,2
132963207610207301,-70,9,1228,10,14,2
132963207611429420,-71,9,1229,10,14,2
132963207612044326,-71,10,1230,10,14,2
132963207613019782,-72,9,1231,10,14,2
132963207613523089,-73,9,1232,10,14,2
132963207614261895,-73,9,1233,10,14,2
132963207614817285,-73,9,1234,10,14,2
132963207615394707,-75,9,1235,10,14,2
132963207616487057,-79,8,1236,10,14,2
132963207617007636,-78,9,1237,10,14,2
132963207618105056,-75,9,1238,10,14,2
132963207618675604,-78,8,1239,10,14,2
132963207619484094,-84,8,1240,10,14,2
132963207620139256,-84,8,1241,10,14,2
132963207620933741,-83,6,1242,10,14,2
132963207621385936,-74,9,1243,10,14,2
132963207622153968,-73,9,1244,10,14,2
132963207623266142,-70,9,1245,10,14,2
132963207623813768,-75,9,1246,10,14,2
132963207624662958,-74,9,1247,10,14,2
132963207625282553,-77,8,1248,10,14,2
132963207626068142,-73,9,1249,10,14,2
132963207626911748,-72,9,1250,10,14,2
132963207627615315,-75,9,1251,10,14,2
132963207628451170,-75,9,1252,10,14,2
132963207629086231,-75,9,1253,10,14,2
132963207629934132,-76,9,1254,10,14,2
132963207630729395,-76,9,1255,10,14,2
132963207631303296,-80,8,1256,10,14,2
132963207632061596,-81,9,1257,10,14,2
132963207632888483,-78,8,1258,10,14,2
132963207633549443,-80,9,1259,10,14,2
132963207634283189,-78,9,1260,10,14,2
132963207634766313,-80,9,1261,10,14,2
132963207635859235,-80,9,1262,10,14,2
132963207636424352,-84,8,1263,10,14,2
132963207636993859,-82,8,1264,10,14,2
132963207638106491,-84,8,1265,10,14,2
132963207638733653,-82,8,1266,10,14,2
132963207639551049,-78,8,1267,10,14,2
132963207640247401,-83,8,1268,10,14,2
132963207641026773,-79,8,1269,10,14,2
132963207641788626,-84,8,1270,10,14,2
132963207642589555,-87,8,1271,10,14,2
132963207643306398,-85,7,1272,10,14,2
132963207643885440,-82,8,1273,10,14,2
132963207644692496,-81,9,1274,10,14,2
132963207645263183,-98,5,1275,10,14,2
132963207646131133,-81,9,1276,10,14,2
132963207646905391,-82,8,1277,10,14,2
132963207647852687,-81,9,1278,10,14,2
132963207648543613,-78,9,1279,10,14,2
132963207649111234,-96,7,1280,10,14,2
132963207649964791,-80,9,1281,10,14,2
132963207650592033,-94,6,1282,10,14,2
132963207651302597,-82,9,1283,10,14,2
132963207652155480,-91,5,1284,10,14,2
132963207652746280,-88,8,1285,10,14,2
132963207653576422,-82,9,1286,10,14,2
132963207654295693,-77,9,1287,10,14,2
132963207655076169,-82,8,1288,10,14,2
132963207655796570,-87,5,1289,10,14,2
132963207657352452,-85,9,1291,10,14,2
132963207658047345,-81,8,1292,10,14,2
132963207658435071,-91,7,1293,10,14,2
132963207659483250,-78,9,1294,10,14,2
132963207660414497,-94,7,1295,10,14,2
132963207660978039,-97,3,1296,10,14,2
132963207661811058,-88,8,1297,10,14,2
132963207662491872,-86,7,1298,10,14,2
132963207663254136,-80,9,1299,10,14,2
132963207663957637,-78,9,1300,10,14,2
132963207664685828,-78,9,1301,10,14,2
132963207665265439,-80,8,1302,10,14,2
132963207665959021,-79,8,1303,10,14,2
132963207666673800,-86,8,1304,10,14,2
132963207667325080,-91,5,1305,10,14,2
132963207668407876,-80,9,1306,10,14,2
132963207669203380,-82,8,1307,10,14,2
132963207669896733,-85,8,1308,10,14,2
132963207670581174,-83,9,1309,10,14,2
132963207671436975,-82,8,1310,10,14,2
132963207672098721,-81,9,1311,10,14,2
132963207672980597,-82,9,1312,10,14,2
